iter	Passed	Remaining
229	6949	38373
230	6976	38323
231	7006	38294
232	7037	38266
233	7064	38222
234	7090	38169
235	7117	38122
236	7148	38097
237	7177	38061
238	7207	38029
239	7238	38002
240	7270	37981
241	7302	37963
242	7330	37921
243	7357	37871
244	7384	37825
245	7418	37816
246	7446	37776
247	7476	37746
248	7516	37765
249	7545	37725
250	7572	37679
251	7601	37645
252	7631	37612
253	7662	37587
254	7691	37554
255	7719	37512
256	7746	37465
257	7773	37419
258	7805	37398
259	7830	37347
260	7860	37314
261	7890	37283
262	7915	37231
263	7942	37183
264	7969	37139
265	7998	37105
266	8023	37053
267	8055	37030
268	8079	36972
269	8107	36933
270	8140	36917
271	8170	36885
272	8195	36835
273	8227	36814
274	8253	36766
275	8285	36745
276	8310	36692
277	8338	36651
278	8368	36622
279	8399	36596
280	8425	36549
281	8452	36506
282	8489	36506
283	8518	36474
284	8550	36450
285	8578	36414
286	8604	36367
287	8632	36328
288	8663	36302
289	8697	36290
290	8725	36252
291	8755	36223
292	8785	36192
293	8814	36159
294	8842	36120
295	8868	36072
296	8898	36042
297	8923	35995
298	8955	35969
299	8987	35950
300	9018	35924
301	9050	35900
302	9078	35863
303	9125	35902
304	9169	35926
305	9196	35884
306	9231	35873
307	9262	35846
308	9292	35816
309	9324	35792
310	9354	35762
311	9385	35736
312	9412	35697
313	9446	35680
314	9476	35648
315	9507	35624
316	9536	35588
317	9563	35546
318	9590	35505
319	9623	35488
320	9655	35464
321	9689	35448
322	9716	35407
323	9743	35366
324	9772	35332
325	9802	35300
326	9830	35263
327	9860	35233
328	9893	35211
329	9923	35183
330	9956	35164
331	9985	35128
332	10017	35105
333	10050	35086
334	10084	35070
335	10119	35055
336	10150	35028
337	10179	34994
338	10208	34962
339	10238	34933
340	10274	34921
341	10303	34887
342	10336	34868
343	10368	34842
344	10401	34823
345	10428	34782
346	10461	34760
347	10492	34732
348	10522	34704
349	10553	34677
350	10588	34662
351	10616	34623
352	10645	34590
353	10671	34545
354	10701	34516
355	10729	34477
356	10755	34436
357	10781	34391
358	10807	34350
359	10837	34319
360	10867	34287
361	10898	34261
362	10927	34228
363	10956	34194
364	10987	34167
365	11015	34130
366	11043	34094
367	11071	34056
368	11097	34013
369	11125	33976
370	11152	33937
371	11179	33899
372	11209	33870
373	11243	33851
374	11264	33794
375	11296	33769
376	11326	33738
377	11353	33700
378	11382	33665
379	11408	33623
380	11435	33586
381	11462	33546
382	11492	33516
383	11519	33478
384	11548	33446
385	11599	33475
386	11626	33437
387	11662	33423
388	11695	33403
389	11730	33386
390	11771	33386
391	11800	33355
392	11831	33326
393	11860	33293
394	11889	33260
395	11917	33224
396	11946	33192
397	11984	33183
398	12012	33147
399	12039	33108
400	12065	33067
401	12092	33028
402	12119	32991
403	12147	32954
404	12178	32926
405	12202	32879
406	12227	32836
407	12257	32806
408	12283	32766
409	12318	32748
410	12348	32719
411	12379	32691
412	12408	32658
413	12435	32621
414	12469	32600
415	12496	32564
416	12524	32526
417	12550	32486
418	12582	32463
419	12610	32427
420	12638	32390
421	12663	32348
422	12695	32324
423	12721	32283
424	12750	32252
425	12777	32213
426	12808	32187
427	12842	32166
428	12871	32134
429	12907	32119
430	12939	32093
431	12969	32062
432	12995	32024
433	13025	31994
434	13053	31959
435	13079	31919
436	13107	31884
437	13142	31865
438	13170	31831
439	13202	31805
440	13240	31796
441	13274	31775
442	13306	31749
443	13336	31718
444	13366	31690
445	13397	31660
446	13431	31639
447	13460	31608
448	13493	31585
449	13523	31554
450	13555	31529
451	13582	31491
452	13611	31460
453	13642	31431
454	13671	31399
455	13698	31361
456	13724	31323
457	13758	31301
458	13790	31277
459	13822	31250
460	13853	31223
461	13886	31199
462	13918	31173
463	13943	31132
464	13974	31104
465	14005	31075
466	14033	31042
467	14067	31020
468	14098	30993
469	14125	30955
470	14153	30920
471	14189	30905
472	14224	30885
473	14253	30851
474	14284	30824
475	14314	30793
476	14342	30758
477	14373	30732
478	14407	30710
479	14438	30682
480	14469	30653
481	14500	30625
482	14531	30598
483	14561	30566
484	14594	30543
485	14626	30517
486	14652	30478
487	14683	30449
488	14714	30423
489	14746	30395
490	14791	30396
491	14821	30366
492	14850	30333
493	14880	30302
494	14907	30266
495	14942	30245
496	14974	30219
497	15007	30196
498	15035	30161
499	15062	30124
500	15093	30097
501	15123	30065
502	15161	30051
503	15196	30030
504	15229	30007
505	15264	29985
506	15292	29952
507	15323	29922
508	15370	29926
509	15411	29916
510	15440	29884
511	15472	29856
512	15504	29830
513	15531	29793
514	15561	29763
515	15593	29735
516	15626	29711
517	15660	29689
518	15688	29654
519	15730	29645
520	15770	29634
521	15801	29604
522	15836	29584
523	15864	29548
524	15892	29514
525	15924	29488
526	15961	29469
527	15992	29439
528	16022	29409
529	16054	29382
530	16092	29366
531	16129	29348
532	16163	29324
533	16191	29290
534	16222	29261
535	16253	29231
536	16289	29212
537	16320	29183
538	16350	29151
539	16381	29122
540	16414	29096
541	16444	29066
542	16472	29030
543	16504	29004
544	16535	28974
545	16562	28939
546	16598	28918
547	16632	28894
548	16671	28879
549	16700	28845
550	16731	28817
551	16761	28785
552	16790	28752
553	16819	28720
554	16850	28692
555	16884	28667
556	16920	28645
557	16947	28610
558	16980	28584
559	17011	28555
560	17046	28532
561	17076	28500
562	17108	28473
563	17142	28450
564	17175	28422
565	17202	28387
566	17236	28362
567	17267	28333
568	17301	28309
569	17330	28275
570	17361	28245
571	17392	28217
572	17427	28194
573	17461	28169
574	17515	28176
575	17545	28146
576	17580	28122
577	17614	28098
578	17648	28073
579	17675	28037
580	17708	28010
581	17743	27986
582	17772	27954
583	17806	27929
584	17834	27895
585	17862	27859
586	17892	27828
587	17924	27800
588	17948	27760
589	17979	27731
590	18010	27701
591	18040	27670
592	18076	27648
593	18102	27610
594	18130	27576
595	18160	27545
596	18188	27511
597	18214	27473
598	18243	27441
599	18272	27408
600	18302	27377
601	18333	27347
602	18358	27308
603	18389	27279
604	18412	27238
605	18446	27212
606	18473	27178
607	18509	27154
608	18541	27126
609	18570	27094
610	18602	27066
611	18629	27030
612	18657	26996
613	18687	26965
614	18715	26932
615	18743	26898
616	18773	26867
617	18806	26839
618	18832	26804
619	18861	26771
620	18892	26741
621	18921	26709
622	18957	26686
623	18993	26663
624	19024	26633
625	19049	26595
626	19076	26561
627	19107	26532
628	19136	26498
629	19166	26467
630	19197	26437
631	19227	26407
632	19257	26376
633	19288	26346
634	19316	26312
635	19345	26281
636	19377	26252
637	19407	26221
638	19439	26192
639	19472	26165
640	19500	26131
641	19532	26104
642	19561	26072
643	19591	26040
644	19624	26013
645	19649	25976
646	19677	25942
647	19707	25912
648	19741	25886
649	19773	25858
650	19805	25829
651	19833	25795
652	19863	25764
653	19897	25738
654	19937	25721
655	19966	25688
656	19996	25658
657	20029	25630
658	20060	25600
659	20088	25567
660	20114	25531
661	20144	25500
662	20175	25470
663	20207	25441
664	20235	25408
665	20263	25375
666	20292	25342
667	20319	25307
668	20349	25277
669	20379	25246
670	20410	25215
671	20438	25183
672	20471	25155
673	20503	25127
674	20537	25101
675	20570	25073
676	20601	25044
677	20628	25009
678	20660	24981
679	20693	24953
680	20727	24927
681	20755	24894
682	20788	24866
683	20818	24836
684	20851	24808
685	20891	24789
686	20919	24755
687	20951	24727
688	20983	24698
689	21014	24669
690	21042	24636
691	21072	24604
692	21103	24574
693	21132	24542
694	21162	24511
695	21192	24481
696	21223	24451
697	21252	24419
698	21283	24389
699	21311	24356
700	21348	24333
701	21381	24305
702	21410	24273
703	21437	24239
704	21463	24203
705	21492	24171
706	21523	24141
707	21552	24109
708	21602	24101
709	21635	24073
710	21672	24050
711	21705	24022
712	21738	23995
713	21763	23958
714	21793	23927
715	21830	23903
716	21860	23872
717	21897	23848
718	21929	23820
719	21958	23788
720	21985	23754
721	22012	23719
722	22042	23688
723	22072	23657
724	22102	23626
725	22132	23595
726	22159	23561
727	22192	23533
728	22224	23504
729	22259	23479
730	22287	23446
731	22320	23418
732	22353	23390
733	22386	23362
734	22416	23331
735	22446	23300
736	22473	23266
737	22497	23229
738	22528	23198
739	22560	23170
740	22590	23139
741	22623	23111
742	22656	23083
743	22684	23049
744	22717	23022
745	22753	22997
746	22793	22977
747	22830	22952
748	22862	22923
749	22890	22890
750	22920	22859
751	22948	22826
752	22977	22794
753	23008	22764
754	23036	22731
755	23066	22700
756	23096	22669
757	23125	22637
758	23156	22607
759	23186	22576
760	23222	22551
761	23251	22519
762	23277	22484
763	23308	22453
764	23341	22426
765	23371	22395
766	23400	22363
767	23433	22335
768	23464	22304
769	23494	22274
770	23528	22246
771	23562	22219
772	23593	22189
773	23622	22157
774	23656	22129
775	23687	22100
776	23721	22073
777	23763	22053
778	23794	22022
779	23824	21992
780	23856	21962
781	23885	21930
782	23914	21899
783	23949	21871
784	23990	21850
785	24019	21819
786	24053	21791
787	24080	21758
788	24111	21727
789	24145	21700
790	24179	21673
791	24213	21645
792	24242	21613
793	24279	21588
794	24308	21556
795	24341	21527
796	24367	21493
797	24395	21460
798	24426	21430
799	24456	21399
800	24490	21371
801	24524	21343
802	24555	21314
803	24587	21284
804	24617	21253
805	24650	21225
806	24688	21200
807	24717	21169
808	24749	21139
809	24781	21110
810	24815	21082
811	24850	21055
812	24884	21028
813	24916	20998
814	24946	20966
815	24975	20935
816	25011	20909
817	25043	20879
818	25078	20852
819	25110	20823
820	25142	20794
821	25177	20766
822	25206	20734
823	25237	20704
824	25273	20678
825	25304	20648
826	25334	20617
827	25364	20585
828	25394	20554
829	25422	20521
830	25452	20490
831	25483	20460
832	25513	20428
833	25541	20396
834	25571	20365
835	25605	20337
836	25631	20303
837	25662	20272
838	25689	20239
839	25718	20207
840	25744	20173
841	25775	20142
842	25805	20111
843	25833	20078
844	25862	20047
845	25893	20016
846	25922	19984
847	25948	19951
848	25976	19918
849	26009	19889
850	26040	19859
851	26072	19829
852	26098	19795
853	26126	19763
854	26152	19728
855	26182	19697
856	26214	19668
857	26243	19636
858	26272	19604
859	26297	19570
860	26327	19539
861	26357	19508
862	26384	19475
863	26416	19445
864	26445	19413
865	26476	19383
866	26506	19352
867	26535	19320
868	26572	19294
869	26601	19262
870	26631	19232
871	26661	19201
872	26693	19171
873	26721	19139
874	26753	19109
875	26782	19077
876	26811	19046
877	26846	19018
878	26877	18988
879	26907	18957
880	26938	18927
881	26973	18899
882	27005	18870
883	27033	18838
884	27062	18805
885	27087	18771
886	27114	18738
887	27142	18706
888	27173	18676
889	27202	18644
890	27236	18616
891	27269	18587
892	27320	18570
893	27352	18540
894	27392	18516
895	27427	18489
896	27461	18460
897	27493	18431
898	27527	18402
899	27559	18372
900	27590	18342
901	27616	18308
902	27642	18275
903	27672	18244
904	27704	18214
905	27736	18184
906	27767	18154
907	27793	18121
908	27823	18090
909	27852	18058
910	27883	18027
911	27922	18002
912	27948	17969
913	27978	17937
914	28010	17908
915	28041	17878
916	28070	17846
917	28100	17815
918	28130	17784
919	28157	17751
920	28183	17718
921	28221	17691
922	28250	17660
923	28283	17631
924	28315	17601
925	28341	17567
926	28372	17537
927	28397	17503
928	28428	17472
929	28460	17443
930	28491	17413
931	28525	17384
932	28554	17352
933	28581	17320
934	28608	17287
935	28637	17255
936	28663	17222
937	28693	17191
938	28722	17160
939	28762	17134
940	28793	17104
941	28826	17075
942	28860	17047
943	28884	17012
944	28918	16984
945	28946	16951
946	28979	16922
947	29012	16893
948	29042	16862
949	29074	16832
950	29104	16801
951	29135	16771
952	29165	16740
953	29194	16708
954	29227	16679
955	29264	16652
956	29295	16622
957	29323	16590
958	29355	16560
959	29381	16526
960	29419	16500
961	29452	16471
962	29481	16440
963	29509	16407
964	29539	16376
965	29570	16346
966	29602	16316
967	29630	16284
968	29664	16255
969	29696	16225
970	29724	16193
971	29753	16162
972	29791	16135
973	29820	16104
974	29855	16075
975	29883	16043
976	29917	16015
977	29949	15985
978	29982	15956
979	30014	15926
980	30044	15895
981	30076	15865
982	30107	15834
983	30136	15803
984	30163	15770
985	30194	15740
986	30226	15710
987	30263	15682
988	30296	15653
989	30329	15624
990	30357	15592
991	30388	15562
992	30415	15529
993	30449	15500
994	30478	15469
995	30507	15437
996	30530	15403
997	30571	15377
998	30605	15348
999	30640	15320
1000	30669	15288
1001	30701	15258
1002	30736	15230
1003	30771	15201
1004	30805	15172
1005	30835	15141
1006	30865	15111
1007	30895	15079
1008	30929	15050
1009	30961	15020
1010	30989	14988
1011	31022	14959
1012	31050	14927
1013	31080	14896
1014	31111	14866
1015	31141	14835
1016	31179	14807
1017	31212	14778
1018	31246	14749
1019	31286	14723
1020	31312	14690
1021	31354	14664
1022	31385	14634
1023	31418	14604
1024	31456	14577
1025	31478	14542
1026	31512	14513
1027	31546	14484
1028	31576	14453
1029	31606	14422
1030	31639	14392
1031	31671	14362
1032	31699	14330
1033	31735	14302
1034	31770	14273
1035	31800	14242
1036	31829	14211
1037	31860	14180
1038	31893	14151
1039	31926	14121
1040	31957	14090
1041	31995	14063
1042	32030	14034
1043	32059	14003
1044	32090	13972
1045	32125	13943
1046	32156	13912
1047	32191	13883
1048	32227	13855
1049	32259	13825
1050	32287	13793
1051	32317	13762
1052	32347	13731
1053	32377	13700
1054	32404	13668
1055	32435	13637
1056	32465	13606
1057	32497	13576
1058	32525	13544
1059	32563	13516
1060	32602	13489
1061	32646	13464
1062	32680	13434
1063	32708	13403
1064	32739	13372
1065	32772	13342
1066	32800	13310
1067	32830	13279
1068	32858	13247
1069	32885	13215
1070	32915	13184
1071	32942	13152
1072	32977	13123
1073	33004	13091
1074	33035	13060
1075	33068	13030
1076	33093	12997
1077	33121	12965
1078	33151	12935
1079	33181	12903
1080	33207	12871
1081	33236	12840
1082	33265	12808
1083	33291	12776
1084	33321	12745
1085	33351	12713
1086	33380	12682
1087	33408	12651
1088	33435	12619
1089	33467	12588
1090	33496	12557
1091	33533	12528
1092	33560	12496
1093	33589	12465
1094	33618	12434
1095	33646	12402
1096	33673	12370
1097	33702	12339
1098	33733	12308
1099	33764	12278
1100	33793	12246
1101	33823	12215
1102	33849	12183
1103	33877	12151
1104	33908	12121
1105	33941	12091
1106	33975	12061
1107	34000	12029
1108	34031	11998
1109	34058	11966
1110	34086	11934
1111	34107	11900
1112	34148	11873
1113	34178	11842
1114	34208	11811
1115	34235	11779
1116	34263	11748
1117	34292	11717
1118	34315	11683
1119	34346	11653
1120	34375	11622
1121	34403	11590
1122	34430	11558
1123	34465	11529
1124	34498	11499
1125	34527	11468
1126	34560	11438
1127	34591	11407
1128	34618	11375
1129	34649	11345
1130	34680	11314
1131	34711	11284
1132	34746	11255
1133	34773	11223
1134	34800	11191
1135	34828	11159
1136	34865	11131
1137	34899	11101
1138	34929	11070
1139	34966	11041
1140	34995	11010
1141	35028	10980
1142	35055	10949
1143	35088	10919
1144	35112	10886
1145	35144	10856
1146	35176	10826
1147	35204	10794
1148	35232	10762
1149	35265	10733
1150	35295	10702
1151	35327	10671
1152	35359	10641
1153	35392	10611
1154	35424	10581
1155	35450	10549
1156	35481	10518
1157	35507	10486
1158	35535	10455
1159	35562	10423
1160	35595	10393
1161	35624	10362
1162	35652	10331
1163	35682	10300
1164	35716	10270
1165	35742	10238
1166	35775	10208
1167	35807	10178
1168	35840	10148
1169	35870	10117
1170	35902	10086
1171	35932	10056
1172	35963	10025
1173	35990	9994
1174	36019	9962
1175	36056	9933
1176	36085	9902
1177	36113	9871
1178	36138	9839
1179	36170	9808
1180	36197	9777
1181	36223	9745
1182	36259	9716
1183	36286	9684
1184	36316	9653
1185	36346	9622
1186	36376	9592
1187	36409	9561
1188	36443	9532
1189	36473	9501
1190	36503	9470
1191	36532	9439
1192	36557	9407
1193	36583	9375
1194	36615	9345
1195	36645	9314
1196	36672	9283
1197	36704	9252
1198	36733	9221
1199	36763	9190
1200	36794	9160
1201	36823	9129
1202	36855	9099
1203	36883	9067
1204	36907	9035
1205	36938	9004
1206	36967	8973
1207	36999	8943
1208	37024	8911
1209	37053	8880
1210	37086	8850
1211	37137	8824
1212	37166	8793
1213	37196	8762
1214	37228	8732
1215	37265	8703
1216	37292	8671
1217	37327	8642
1218	37356	8611
1219	37387	8580
1220	37413	8549
1221	37446	8518
1222	37475	8487
1223	37516	8459
1224	37546	8428
1225	37576	8398
1226	37605	8366
1227	37635	8336
1228	37667	8305
1229	37698	8275
1230	37730	8244
1231	37759	8213
1232	37793	8184
1233	37824	8153
1234	37858	8123
1235	37888	8092
1236	37916	8061
1237	37958	8033
1238	37994	8003
1239	38023	7972
1240	38050	7941
1241	38079	7910
1242	38106	7878
1243	38139	7848
1244	38170	7818
1245	38206	7788
1246	38238	7758
1247	38271	7727
1248	38301	7697
1249	38336	7667
1250	38364	7636
1251	38393	7605
1252	38418	7573
1253	38450	7543
1254	38477	7511
1255	38511	7481
1256	38540	7450
1257	38568	7419
1258	38612	7391
1259	38643	7360
1260	38673	7329
1261	38701	7298
1262	38735	7268
1263	38766	7237
1264	38793	7206
1265	38824	7176
1266	38856	7145
1267	38894	7116
1268	38929	7086
1269	38961	7056
1270	38996	7026
1271	39026	6995
1272	39055	6964
1273	39083	6933
1274	39118	6903
1275	39146	6872
1276	39173	6840
1277	39203	6809
1278	39232	6779
1279	39261	6748
1280	39289	6716
1281	39320	6686
1282	39368	6658
1283	39408	6629
1284	39439	6598
1285	39471	6568
1286	39501	6537
1287	39536	6507
1288	39570	6477
1289	39600	6446
1290	39631	6416
1291	39663	6385
1292	39694	6354
1293	39721	6323
1294	39752	6292
1295	39778	6261
1296	39808	6230
1297	39839	6200
1298	39873	6169
1299	39899	6138
1300	39927	6107
1301	39958	6076
1302	39984	6045
1303	40010	6013
1304	40035	5982
1305	40064	5951
1306	40092	5920
1307	40119	5889
1308	40143	5857
1309	40171	5826
1310	40196	5794
1311	40222	5763
1312	40248	5732
1313	40279	5701
1314	40306	5670
1315	40333	5639
1316	40359	5608
1317	40390	5577
1318	40419	5546
1319	40458	5517
1320	40490	5486
1321	40524	5456
1322	40558	5426
1323	40590	5395
1324	40623	5365
1325	40657	5335
1326	40689	5304
1327	40719	5273
1328	40750	5243
1329	40781	5212
1330	40814	5182
1331	40843	5151
1332	40872	5120
1333	40901	5089
1334	40932	5059
1335	40959	5027
1336	40987	4996
1337	41024	4967
1338	41053	4936
1339	41085	4905
1340	41110	4874
1341	41136	4843
1342	41163	4812
1343	41184	4780
1344	41211	4749
1345	41242	4718
1346	41277	4688
1347	41305	4657
1348	41338	4627
1349	41367	4596
1350	41392	4565
1351	41426	4534
1352	41455	4504
1353	41478	4472
1354	41509	4441
1355	41541	4411
1356	41570	4380
1357	41599	4349
1358	41628	4319
1359	41653	4287
1360	41687	4257
1361	41714	4226
1362	41736	4195
1363	41772	4165
1364	41807	4134
1365	41836	4104
1366	41865	4073
1367	41891	4042
1368	41913	4010
1369	41949	3980
1370	41981	3950
1371	42004	3918
1372	42033	3888
1373	42061	3857
1374	42092	3826
1375	42119	3795
1376	42144	3764
1377	42172	3733
1378	42194	3702
1379	42220	3671
1380	42255	3641
1381	42279	3610
1382	42309	3579
1383	42344	3549
1384	42376	3518
1385	42408	3488
1386	42437	3457
1387	42468	3426
1388	42498	3396
1389	42536	3366
1390	42571	3335
1391	42602	3305
1392	42634	3274
1393	42663	3244
1394	42706	3214
1395	42741	3184
1396	42768	3153
1397	42799	3122
1398	42828	3092
1399	42864	3061
1400	42893	3031
1401	42921	3000
1402	42952	2969
1403	42981	2938
1404	43012	2908
1405	43043	2877
1406	43072	2846
1407	43106	2816
1408	43137	2786
1409	43172	2755
1410	43206	2725
1411	43238	2694
1412	43265	2663
1413	43294	2633
1414	43327	2602
1415	43359	2572
1416	43390	2541
1417	43417	2510
1418	43447	2480
1419	43478	2449
1420	43520	2419
1421	43558	2389
1422	43590	2358
1423	43617	2327
1424	43654	2297
1425	43691	2267
1426	43717	2236
1427	43749	2205
1428	43775	2174
1429	43809	2144
1430	43838	2113
1431	43868	2083
1432	43899	2052
1433	43926	2021
1434	43955	1991
1435	43985	1960
1436	44014	1929
1437	44049	1899
1438	44078	1868
1439	44107	1837
1440	44133	1807
1441	44165	1776
1442	44202	1746
1443	44228	1715
1444	44265	1684
1445	44294	1654
1446	44324	1623
1447	44353	1592
1448	44385	1562
1449	44414	1531
1450	44442	1500
1451	44472	1470
1452	44501	1439
1453	44530	1408
1454	44562	1378
1455	44590	1347
1456	44629	1317
1457	44665	1286
1458	44697	1256
1459	44738	1225
1460	44770	1195
1461	44798	1164
1462	44828	1133
1463	44857	1103
1464	44888	1072
1465	44917	1041
1466	44949	1011
1467	44983	980
1468	45013	949
1469	45043	919
1470	45071	888
1471	45102	857
1472	45133	827
1473	45165	796
1474	45200	766
1475	45229	735
1476	45262	704
1477	45289	674
1478	45316	643
1479	45346	612
1480	45384	582
1481	45417	551
1482	45448	520
1483	45475	490
1484	45502	459
1485	45531	428
1486	45564	398
1487	45600	367
1488	45626	337
1489	45660	306
1490	45688	275
1491	45718	245
1492	45747	214
1493	45774	183
1494	45807	153
1495	45838	122
1496	45889	91
1497	45918	61
1498	45954	30
1499	45986	0
