iter	Logloss
129	0.1803456868
130	0.1803444237
131	0.1803436959
132	0.1803435353
133	0.1803424924
134	0.1803421952
135	0.1803417716
136	0.1803378355
137	0.1803363073
138	0.1803363308
139	0.1803346763
140	0.180333166
141	0.180333739
142	0.1803324115
143	0.1803287045
144	0.1803280771
145	0.1803272678
146	0.180324183
147	0.1803221293
148	0.1803225689
149	0.1803201549
150	0.1803195295
151	0.1803180189
152	0.180318145
153	0.1803159834
154	0.1803148671
155	0.1803144078
156	0.1803132424
157	0.1803127317
158	0.1803098843
159	0.1803098543
160	0.1803088114
161	0.1803070548
162	0.1803065868
163	0.1803068712
164	0.1803064012
165	0.1803059421
166	0.1803025128
167	0.180301703
168	0.1803012472
169	0.1803008061
170	0.1802998839
171	0.1802992449
172	0.1802992966
173	0.180296593
174	0.1802963778
175	0.1802926685
176	0.1802905363
177	0.1802896329
178	0.1802887435
179	0.1802873621
180	0.1802840413
181	0.1802827254
182	0.1802831032
183	0.1802830759
184	0.1802818804
185	0.1802822059
186	0.1802815356
187	0.1802805422
188	0.1802813762
189	0.180280146
190	0.1802784391
191	0.1802764796
192	0.1802757242
193	0.1802756501
194	0.1802750771
195	0.1802757362
196	0.1802731455
197	0.1802719071
198	0.1802710019
199	0.1802686906
200	0.1802682228
201	0.1802665845
202	0.1802658338
203	0.1802657861
204	0.1802636119
205	0.1802614085
206	0.1802584039
207	0.1802586445
208	0.1802574937
209	0.1802570581
210	0.1802556276
211	0.1802529837
212	0.1802524573
213	0.1802507961
214	0.1802503168
215	0.1802479585
216	0.1802459676
217	0.180242613
218	0.1802416239
219	0.1802384527
220	0.1802358537
221	0.1802358048
222	0.180232101
223	0.1802321283
224	0.1802306957
225	0.1802299506
226	0.1802297547
227	0.1802289403
228	0.1802269573
229	0.1802268745
230	0.1802253998
231	0.1802218986
232	0.1802181838
233	0.1802180345
234	0.1802169054
235	0.1802160157
236	0.1802125136
237	0.1802121562
238	0.1802111853
239	0.1802099369
240	0.180205609
241	0.180205188
242	0.1802052618
243	0.1802031491
244	0.180202605
245	0.1802013092
246	0.1801996973
247	0.1801981653
248	0.180197132
249	0.1801954388
250	0.1801939496
251	0.1801922049
252	0.1801923832
253	0.1801906413
254	0.1801896389
255	0.1801878721
256	0.1801864163
257	0.1801863763
258	0.1801846812
259	0.1801846031
260	0.1801843536
261	0.1801829262
262	0.1801822995
263	0.1801817356
264	0.1801805863
265	0.1801783854
266	0.1801781734
267	0.1801774745
268	0.1801768798
269	0.1801752904
270	0.1801721
271	0.180170873
272	0.1801705996
273	0.1801700916
274	0.1801697791
275	0.1801655016
276	0.180165302
277	0.1801642439
278	0.1801639835
279	0.1801633286
280	0.1801622663
281	0.1801621534
282	0.1801580971
283	0.1801570862
284	0.1801554175
285	0.1801547537
286	0.180153656
287	0.1801510493
288	0.1801490818
289	0.1801433693
290	0.1801432391
291	0.180142549
292	0.1801419103
293	0.1801419274
294	0.1801394597
295	0.1801391558
296	0.1801383871
297	0.1801383264
298	0.1801372617
299	0.1801329535
300	0.1801313935
301	0.1801242702
302	0.18012414
303	0.180123688
304	0.1801232449
305	0.1801234576
306	0.1801173327
307	0.1801164729
308	0.1801152842
309	0.1801146623
310	0.1801098526
311	0.1801075791
312	0.1801042844
313	0.1800991362
314	0.1800988439
315	0.1800957724
316	0.1800952732
317	0.1800934725
318	0.1800903255
319	0.1800874731
320	0.1800819895
321	0.1800797452
322	0.1800794023
323	0.1800778058
324	0.1800760368
325	0.1800738524
326	0.1800715153
327	0.1800700749
328	0.1800663375
329	0.1800666153
330	0.1800603427
331	0.1800582213
332	0.1800535164
333	0.1800495792
334	0.1800481636
335	0.1800463962
336	0.1800460141
337	0.1800450671
338	0.1800433457
339	0.1800396603
340	0.1800351762
341	0.180035011
342	0.1800299799
343	0.1800295012
344	0.1800251344
345	0.1800252082
346	0.180022074
347	0.1800217437
348	0.1800201647
349	0.1800202254
350	0.1800135931
351	0.1800097776
352	0.1800086834
353	0.1800086092
354	0.1800059699
355	0.1800009649
356	0.1799995293
357	0.1799990859
358	0.1799987545
359	0.1799958134
360	0.1799920368
361	0.1799880476
362	0.1799860334
363	0.179984753
364	0.1799817858
365	0.1799798845
366	0.1799798058
367	0.1799791671
368	0.1799791668
369	0.1799761369
370	0.1799741203
371	0.1799705521
372	0.1799682037
373	0.1799643479
374	0.1799637659
375	0.1799630926
376	0.1799605894
377	0.1799601032
378	0.179955625
379	0.1799556033
380	0.1799537705
381	0.1799533083
382	0.1799515155
383	0.1799507043
384	0.179949697
385	0.1799495625
386	0.1799487807
387	0.17994663
388	0.179946795
389	0.1799463696
390	0.1799422421
391	0.179941415
392	0.1799361539
393	0.1799338501
394	0.179930746
395	0.1799278158
396	0.1799228905
397	0.1799221723
398	0.179921166
399	0.1799212527
400	0.179920658
401	0.1799193495
402	0.1799182345
403	0.1799179653
404	0.179914562
405	0.1799143624
406	0.1799132782
407	0.1799079693
408	0.1799033011
409	0.1799034728
410	0.1799019882
411	0.1798977212
412	0.1798947478
413	0.1798950987
414	0.1798927546
415	0.1798932407
416	0.179890651
417	0.1798899451
418	0.1798873537
419	0.1798866107
420	0.1798860419
421	0.1798861807
422	0.1798862106
423	0.1798840315
424	0.1798811013
425	0.1798794875
426	0.1798783792
427	0.179876161
428	0.1798760171
429	0.1798691411
430	0.1798676869
431	0.179867074
432	0.1798665523
433	0.1798655085
434	0.1798657385
435	0.1798652378
436	0.1798650768
437	0.179861386
438	0.1798606908
439	0.1798580906
440	0.1798552153
441	0.1798533396
442	0.1798508219
443	0.1798492071
444	0.1798492416
445	0.179846802
446	0.179846025
447	0.1798459809
448	0.1798408128
449	0.1798384601
450	0.1798369365
451	0.1798369581
452	0.1798331195
453	0.1798323317
454	0.1798308819
455	0.1798304774
456	0.1798286195
457	0.1798247605
458	0.1798222906
459	0.1798178716
460	0.1798173636
461	0.1798154099
462	0.1798136973
463	0.1798135888
464	0.179811401
465	0.1798088138
466	0.1798086856
467	0.1798051565
468	0.1798013914
469	0.1798012135
470	0.1798008877
471	0.1797989256
472	0.1797965425
473	0.179796638
474	0.1797957221
475	0.1797957262
476	0.1797955433
477	0.1797935335
478	0.1797908292
479	0.1797895312
480	0.1797893481
481	0.1797882542
482	0.1797857496
483	0.1797841939
484	0.1797829915
485	0.1797803956
486	0.179780222
487	0.1797789844
488	0.1797758392
489	0.1797754741
490	0.1797721316
491	0.1797700351
492	0.1797698265
493	0.1797690527
494	0.1797688748
495	0.179767191
496	0.1797645908
497	0.1797634318
498	0.1797633238
499	0.1797631019
500	0.1797601935
501	0.1797599803
502	0.1797587326
503	0.1797576584
504	0.1797549975
505	0.1797534427
506	0.1797519424
507	0.1797510475
508	0.1797465443
509	0.1797431193
510	0.1797418458
511	0.179740244
512	0.179739092
513	0.1797388273
514	0.1797371742
515	0.1797352729
516	0.1797331806
517	0.1797297805
518	0.1797284606
519	0.1797277915
520	0.1797244787
521	0.1797223038
522	0.1797192523
523	0.1797192436
524	0.1797191698
525	0.179717173
526	0.1797135831
527	0.1797126455
528	0.179710384
529	0.1797087909
530	0.1797058695
531	0.1797054863
532	0.179703931
533	0.1797037467
534	0.179701663
535	0.1797010331
536	0.1796971911
537	0.1796953506
538	0.1796956414
539	0.1796940378
540	0.179692905
541	0.1796922999
542	0.1796921047
543	0.1796899299
544	0.1796877552
545	0.1796880461
546	0.1796853374
547	0.1796843347
548	0.1796835143
549	0.1796826548
550	0.1796811529
551	0.1796810292
552	0.1796794909
553	0.1796792127
554	0.1796789567
555	0.1796770293
556	0.1796761437
557	0.1796760438
558	0.1796737737
559	0.1796728448
560	0.1796721801
561	0.179670731
562	0.17966912
563	0.1796681123
564	0.1796670221
565	0.1796669787
566	0.1796660106
567	0.1796650513
568	0.1796624294
569	0.1796604891
570	0.1796597338
571	0.1796581661
572	0.17965531
573	0.1796543681
574	0.179652992
575	0.1796525225
576	0.179652041
577	0.1796513458
578	0.1796492058
579	0.1796482299
580	0.1796472837
581	0.1796456515
582	0.1796453477
583	0.1796442582
584	0.1796445446
585	0.1796443037
586	0.1796429691
587	0.1796421744
588	0.1796419569
589	0.1796415007
590	0.1796416762
591	0.1796391281
592	0.1796369751
593	0.1796367189
594	0.179636547
595	0.179636317
596	0.179635362
597	0.1796348716
598	0.1796326408
599	0.1796315504
600	0.1796296751
601	0.1796277087
602	0.179628082
603	0.1796258595
604	0.1796258117
605	0.1796241239
606	0.1796231635
607	0.179621845
608	0.1796200863
609	0.179619904
610	0.1796200084
611	0.1796193455
612	0.1796187723
613	0.17961724
614	0.179616515
615	0.179616541
616	0.1796149924
617	0.1796133081
618	0.1796133732
619	0.1796123046
620	0.1796109633
621	0.1796109022
622	0.1796096087
623	0.1796080126
624	0.1796067277
625	0.1796066639
626	0.1796061903
627	0.1796040416
628	0.1796040241
629	0.1796032949
630	0.1796019612
631	0.1796011495
632	0.1795999009
633	0.1795982817
634	0.1795975735
635	0.1795973002
636	0.1795964624
637	0.1795952773
638	0.1795939837
639	0.1795935844
640	0.1795930864
641	0.1795917581
642	0.1795910592
643	0.1795893142
644	0.1795889756
645	0.179589006
646	0.1795870612
647	0.1795864492
648	0.1795860886
649	0.1795843132
650	0.1795834234
651	0.1795822576
652	0.1795814622
653	0.1795799837
654	0.1795786234
655	0.1795782631
656	0.1795772995
657	0.1795757411
658	0.1795757453
659	0.1795758797
660	0.1795760359
661	0.1795761847
662	0.1795752731
663	0.1795747869
664	0.1795746003
665	0.1795737391
666	0.1795730962
667	0.1795716373
668	0.1795713291
669	0.1795714248
670	0.1795713942
671	0.1795713638
672	0.1795694886
673	0.179568959
674	0.1795675025
675	0.179566473
676	0.1795655155
677	0.1795653158
678	0.1795644868
679	0.1795631454
680	0.1795625637
681	0.1795624075
682	0.1795612223
683	0.1795609272
684	0.1795605713
685	0.1795605246
686	0.1795601904
687	0.1795594958
688	0.1795592003
689	0.1795582497
690	0.1795578156
691	0.1795574336
692	0.1795571992
693	0.1795566527
694	0.1795560492
695	0.179554864
696	0.1795540653
697	0.1795534424
698	0.1795528217
699	0.1795520706
700	0.1795512764
701	0.1795507635
702	0.1795500343
703	0.1795490527
704	0.1795486805
705	0.1795477255
706	0.1795472987
707	0.179547264
708	0.1795462439
709	0.1795460222
710	0.1795447416
711	0.1795445418
712	0.1795426796
713	0.1795419108
714	0.1795414546
715	0.1795411551
716	0.1795410029
717	0.1795401651
718	0.1795393448
719	0.1795394228
720	0.1795391894
721	0.1795391634
722	0.1795389507
723	0.1795377576
724	0.1795376187
725	0.1795372976
726	0.1795370324
727	0.17953583
728	0.1795351572
729	0.1795343368
730	0.1795342806
731	0.1795332471
732	0.1795321663
733	0.1795310724
734	0.1795306687
735	0.1795296268
736	0.1795299013
737	0.1795299708
738	0.1795297273
739	0.1795290936
740	0.1795291022
741	0.1795285813
742	0.1795282472
743	0.1795277957
744	0.1795267018
745	0.1795262416
746	0.1795258162
747	0.1795253083
748	0.17952431
749	0.1795243357
750	0.179523447
751	0.1795227158
752	0.1795221262
753	0.1795221529
754	0.1795220834
755	0.1795219486
756	0.17952076
757	0.1795207549
758	0.1795203476
759	0.1795200394
760	0.1795198049
761	0.1795198106
762	0.1795196587
763	0.1795183517
764	0.1795177657
765	0.1795172448
766	0.1795170538
767	0.1795161684
768	0.1795156388
769	0.1795150614
770	0.179515296
771	0.1795151837
772	0.1795145803
773	0.1795145495
774	0.1795138636
775	0.1795138119
776	0.1795125982
777	0.1795122987
778	0.1795117387
779	0.1795111046
780	0.1795105164
781	0.1795100128
782	0.179509474
783	0.1795092613
784	0.1795090096
785	0.1795089255
786	0.179508205
787	0.17950781
788	0.1795057915
789	0.1795054397
790	0.1795049666
791	0.1795046019
792	0.1795044153
793	0.1795033214
794	0.1795026398
795	0.1795019063
796	0.1795021188
797	0.1795015406
798	0.1795015624
799	0.1795011545
800	0.1795007287
801	0.1795004118
802	0.1794995347
803	0.179499309
804	0.1794982976
805	0.179498367
806	0.1794970648
807	0.1794967609
808	0.1794960273
809	0.1794949072
810	0.1794936614
811	0.1794926543
812	0.1794921087
813	0.1794920392
814	0.1794915134
815	0.1794913737
816	0.1794908225
817	0.1794903711
818	0.1794897504
819	0.1794895724
820	0.1794895939
821	0.1794889557
822	0.1794886563
823	0.17948827
824	0.179487801
825	0.1794871456
826	0.1794866854
827	0.1794856782
828	0.1794849923
829	0.1794847839
830	0.1794847709
831	0.1794835468
832	0.1794835374
833	0.1794831207
834	0.1794826693
835	0.1794823524
836	0.1794821524
837	0.1794819354
838	0.1794814244
839	0.1794811596
840	0.1794812983
841	0.1794803865
842	0.1794798708
843	0.1794799099
844	0.179479441
845	0.1794789327
846	0.179478503
847	0.1794785551
848	0.1794784726
849	0.1794784422
850	0.1794773266
851	0.1794770227
852	0.1794769621
853	0.179476321
854	0.179475956
855	0.179475574
856	0.1794742761
857	0.1794741329
858	0.1794735726
859	0.1794732422
860	0.1794722916
861	0.1794717316
862	0.1794719097
863	0.1794716795
864	0.1794712541
865	0.1794710458
866	0.1794697522
867	0.1794699993
868	0.179469555
869	0.1794691426
870	0.179468769
871	0.1794681917
872	0.1794671933
873	0.1794669936
874	0.1794664291
875	0.1794663856
876	0.1794663855
877	0.1794657561
878	0.1794653915
879	0.1794647489
880	0.1794639286
881	0.1794637593
882	0.1794635292
883	0.1794635248
884	0.1794634809
885	0.1794636199
886	0.1794631165
887	0.1794625261
888	0.1794621529
889	0.1794616232
890	0.179461289
891	0.1794609721
892	0.179460668
893	0.1794596462
894	0.1794592338
895	0.1794584393
896	0.1794575546
897	0.1794572334
898	0.1794567168
899	0.1794557878
900	0.1794552145
901	0.1794552579
902	0.1794554359
903	0.1794553529
904	0.179454932
905	0.1794544138
906	0.17945434
907	0.1794540361
908	0.1794540492
909	0.1794537149
910	0.1794531506
911	0.1794525081
912	0.1794520871
913	0.1794518006
914	0.1794518571
915	0.17945141
916	0.1794510063
917	0.1794511755
918	0.1794508977
919	0.1794500496
920	0.1794500323
921	0.1794497675
922	0.1794493666
923	0.1794490055
924	0.1794486669
925	0.1794487494
926	0.1794486973
927	0.1794485844
928	0.1794479333
929	0.1794479681
930	0.1794476772
931	0.17944677
932	0.179446592
933	0.1794463316
934	0.1794461449
935	0.1794458844
936	0.1794456544
937	0.1794457755
938	0.1794452588
939	0.1794445801
940	0.1794439292
941	0.1794434734
942	0.1794428092
943	0.1794426182
944	0.1794428744
945	0.1794427702
946	0.1794423959
947	0.1794419949
948	0.1794419819
949	0.1794415783
950	0.1794417996
951	0.179441513
952	0.1794410833
953	0.17944094
954	0.1794403159
955	0.1794401466
956	0.1794400815
957	0.1794396473
958	0.1794395301
959	0.1794392565
960	0.1794385089
961	0.179438092
962	0.1794376622
963	0.1794373281
964	0.1794373448
965	0.1794366329
966	0.1794362854
967	0.1794356865
968	0.1794354608
969	0.1794348878
970	0.1794349743
971	0.1794338622
972	0.1794333543
973	0.1794334035
974	0.1794328348
975	0.1794328218
976	0.1794325079
977	0.1794323646
978	0.1794321606
979	0.1794311622
980	0.179431019
981	0.179430854
982	0.1794307411
983	0.1794303085
984	0.179430213
985	0.1794301302
986	0.1794301775
987	0.1794293831
988	0.179429123
989	0.1794291751
990	0.1794290753
991	0.1794290145
992	0.1794287495
993	0.1794284669
994	0.179428341
995	0.1794279069
996	0.1794278679
997	0.1794283976
998	0.179428263
999	0.17942802
1000	0.179428072
1001	0.1794280763
1002	0.1794279808
1003	0.1794275829
1004	0.1794270967
1005	0.1794267082
1006	0.1794265433
1007	0.1794264521
1008	0.1794266084
1009	0.1794262089
1010	0.179425766
1011	0.1794254404
1012	0.1794249542
1013	0.1794249456
1014	0.1794248631
1015	0.1794249194
1016	0.1794245246
1017	0.1794244558
1018	0.1794242403
1019	0.1794240667
1020	0.1794240927
1021	0.1794239451
1022	0.179423906
1023	0.1794233114
1024	0.1794227905
1025	0.1794227123
1026	0.1794228137
1027	0.1794225055
1028	0.1794225446
1029	0.1794224448
1030	0.1794224575
1031	0.1794221967
1032	0.1794219144
1033	0.1794216236
1034	0.1794216756
1035	0.179421146
1036	0.1794210592
1037	0.1794214803
1038	0.1794209593
1039	0.1794209991
1040	0.1794205084
1041	0.179420135
1042	0.1794199962
1043	0.1794194661
1044	0.1794194228
1045	0.1794192056
1046	0.1794191578
1047	0.1794190797
1048	0.1794190406
1049	0.1794186847
1050	0.1794186326
1051	0.1794181945
1052	0.1794181467
1053	0.1794180946
1054	0.179417743
1055	0.1794181032
1056	0.1794180164
1057	0.1794178556
1058	0.1794179034
1059	0.1794181901
1060	0.1794181684
1061	0.1794173045
1062	0.1794171559
1063	0.1794171255
1064	0.1794165265
1065	0.1794161879
1066	0.1794163398
1067	0.1794163304
1068	0.1794162436
1069	0.1794158354
1070	0.1794155793
1071	0.1794152016
1072	0.1794151582
1073	0.1794155094
1074	0.1794151187
1075	0.1794148018
1076	0.1794144068
1077	0.1794142073
1078	0.1794137641
1079	0.1794138205
1080	0.1794137033
1081	0.1794133517
1082	0.1794131737
1083	0.1794129868
1084	0.1794131474
1085	0.1794129782
1086	0.1794126222
1087	0.1794122836
1088	0.1794125914
1089	0.1794122587
1090	0.1794120026
1091	0.1794119462
1092	0.1794114809
1093	0.1794113854
1094	0.1794114332
1095	0.1794110468
1096	0.1794112075
1097	0.1794111554
1098	0.1794107821
1099	0.1794106432
1100	0.1794107083
1101	0.1794103421
1102	0.1794099124
1103	0.179409869
1104	0.1794097041
1105	0.1794090021
1106	0.1794089369
1107	0.1794089148
1108	0.17940898
1109	0.1794086587
1110	0.179408265
1111	0.1794083734
1112	0.1794078395
1113	0.1794082428
1114	0.1794080474
1115	0.179408377
1116	0.1794082903
1117	0.1794080602
1118	0.1794079561
1119	0.1794078823
1120	0.1794078343
1121	0.179407613
1122	0.1794074131
1123	0.179407037
1124	0.1794066549
1125	0.1794066549
1126	0.1794063629
1127	0.1794057464
1128	0.1794051818
1129	0.1794050517
1130	0.1794043398
1131	0.1794038102
1132	0.1794036452
1133	0.1794037537
1134	0.1794035802
1135	0.1794030029
1136	0.179403107
1137	0.1794025731
1138	0.1794021957
1139	0.1794024084
1140	0.1794021393
1141	0.1794022617
1142	0.1794024051
1143	0.17940214
1144	0.1794021834
1145	0.1794019403
1146	0.179401936
1147	0.179401784
1148	0.1794018491
1149	0.1794018318
1150	0.1794014932
1151	0.1794015019
1152	0.1794010548
1153	0.1794008203
1154	0.1794008507
1155	0.1794009853
1156	0.1794007551
1157	0.1794006466
1158	0.1794007465
1159	0.1794006596
1160	0.1794004252
1161	0.1794003646
1162	0.1794001301
1163	0.179399826
1164	0.1793997349
1165	0.1793996263
1166	0.1793996134
1167	0.1793997261
1168	0.1793994961
1169	0.1793994744
1170	0.179399232
1171	0.1793991278
1172	0.1793989802
1173	0.1793988849
1174	0.179398798
1175	0.1793983423
1176	0.1793981469
1177	0.1793978038
1178	0.1793978427
1179	0.1793974607
1180	0.179397261
1181	0.1793972005
1182	0.1793967838
1183	0.1793969966
1184	0.1793969314
1185	0.1793968317
1186	0.1793966841
1187	0.1793965616
1188	0.1793967526
1189	0.1793963962
1190	0.1793963311
1191	0.1793964135
1192	0.1793962095
1193	0.1793960919
1194	0.1793958184
1195	0.1793956875
1196	0.1793959225
1197	0.1793956924
1198	0.1793957835
1199	0.179395853
1200	0.1793953669
1201	0.1793948513
1202	0.1793949033
1203	0.179394912
1204	0.1793945994
1205	0.1793944933
1206	0.1793944368
1207	0.1793940375
1208	0.1793942371
1209	0.1793944108
1210	0.1793943109
1211	0.179394454
1212	0.1793943276
1213	0.1793944014
1214	0.179394358
1215	0.179394167
1216	0.1793941021
1217	0.1793940109
1218	0.1793938887
1219	0.1793935284
1220	0.1793933894
1221	0.1793932896
1222	0.1793927078
1223	0.1793927205
1224	0.1793920693
1225	0.1793920606
1226	0.179392091
1227	0.1793921387
1228	0.1793915744
1229	0.179391531
1230	0.1793914646
1231	0.179391456
1232	0.1793914299
1233	0.1793914256
1234	0.1793912823
1235	0.1793914776
1236	0.1793913171
1237	0.1793913778
1238	0.1793913691
1239	0.1793913084
1240	0.1793908092
1241	0.1793907788
1242	0.1793907527
1243	0.179390744
1244	0.1793906439
1245	0.1793904008
1246	0.1793900535
1247	0.1793898582
1248	0.1793898669
1249	0.1793895022
1250	0.1793895717
1251	0.1793896672
1252	0.1793897931
1253	0.1793897627
1254	0.1793898495
1255	0.1793896542
1256	0.1793894933
1257	0.1793894195
1258	0.1793893718
1259	0.1793891677
1260	0.1793890601
1261	0.1793892815
1262	0.1793890862
1263	0.1793886694
1264	0.1793890252
1265	0.179388466
1266	0.1793886396
1267	0.1793883836
1268	0.1793881448
1269	0.1793884309
1270	0.1793880923
1271	0.1793879838
1272	0.179387758
1273	0.179387719
1274	0.1793875497
1275	0.1793875714
1276	0.1793877971
1277	0.1793875158
1278	0.1793875201
1279	0.1793872119
1280	0.1793874247
1281	0.1793870433
1282	0.179387091
1283	0.1793869376
1284	0.1793870939
1285	0.1793870634
1286	0.1793871112
1287	0.1793867465
1288	0.1793867379
1289	0.1793865162
1290	0.1793865031
1291	0.1793865249
1292	0.1793863351
1293	0.1793860573
1294	0.1793858098
1295	0.1793857271
1296	0.1793855926
1297	0.1793854581
1298	0.1793854168
1299	0.1793854124
1300	0.1793853819
1301	0.1793852561
1302	0.1793852257
1303	0.1793853993
1304	0.1793854905
1305	0.1793856209
1306	0.1793854341
1307	0.1793849478
1308	0.1793849218
1309	0.1793848045
1310	0.1793842489
1311	0.1793840793
1312	0.1793842964
1313	0.1793846437
1314	0.1793844049
1315	0.1793841659
1316	0.1793839453
1317	0.1793838843
1318	0.1793837672
1319	0.1793839708
1320	0.1793838276
1321	0.1793836583
1322	0.1793836106
1323	0.1793836278
1324	0.1793834973
1325	0.1793834886
1326	0.1793833063
1327	0.1793831804
1328	0.1793832195
1329	0.1793832586
1330	0.1793832846
1331	0.1793833931
1332	0.1793835884
1333	0.1793836146
1334	0.1793837231
1335	0.1793835276
1336	0.1793832672
1337	0.179383163
1338	0.1793830894
1339	0.1793827986
1340	0.1793825548
1341	0.1793824419
1342	0.1793824376
1343	0.1793824377
1344	0.1793822596
1345	0.1793818874
1346	0.1793821434
1347	0.1793818439
1348	0.1793815097
1349	0.1793814489
1350	0.1793817528
1351	0.1793816659
1352	0.1793812405
1353	0.1793811624
1354	0.1793811537
1355	0.1793807196
1356	0.1793805772
1357	0.1793804515
1358	0.1793804775
1359	0.1793806602
1360	0.1793804258
1361	0.1793806515
1362	0.1793805212
1363	0.1793805343
1364	0.1793804952
1365	0.1793804691
1366	0.1793802392
1367	0.1793802913
1368	0.1793802261
1369	0.1793797226
1370	0.1793798919
1371	0.1793802174
1372	0.1793796398
1373	0.1793795205
1374	0.1793796724
1375	0.1793794525
1376	0.179379422
1377	0.1793791225
1378	0.1793793222
1379	0.1793791139
1380	0.1793789403
1381	0.1793788404
1382	0.1793788882
1383	0.1793786094
1384	0.1793784225
1385	0.1793786743
1386	0.1793784744
1387	0.179378457
1388	0.1793786958
1389	0.1793786871
1390	0.179378241
1391	0.1793782628
1392	0.1793781195
1393	0.1793780544
1394	0.1793781018
1395	0.179377989
1396	0.1793780671
1397	0.1793780029
1398	0.1793780029
1399	0.1793779248
1400	0.1793779161
1401	0.1793777989
1402	0.1793777598
1403	0.1793777382
1404	0.1793779812
1405	0.1793780029
1406	0.1793777511
1407	0.1793773245
1408	0.1793771597
1409	0.1793772509
1410	0.1793771336
1411	0.1793767213
1412	0.1793767777
1413	0.1793768341
1414	0.1793766345
1415	0.1793766648
1416	0.1793762568
1417	0.1793764131
1418	0.1793766489
1419	0.1793764796
1420	0.1793763579
1421	0.1793761366
1422	0.1793760714
1423	0.1793760454
1424	0.1793761105
1425	0.1793761192
1426	0.1793762581
1427	0.1793762885
1428	0.1793764491
1429	0.1793762577
1430	0.1793762013
1431	0.1793760925
1432	0.179376162
1433	0.179376557
1434	0.1793761184
1435	0.179375859
1436	0.1793758503
1437	0.1793755508
1438	0.1793752079
1439	0.1793751774
1440	0.1793752904
1441	0.1793752945
1442	0.1793751035
1443	0.1793750037
1444	0.1793751296
1445	0.1793748908
1446	0.1793746695
1447	0.1793747997
1448	0.1793742734
1449	0.1793744036
1450	0.179374243
1451	0.1793743117
1452	0.1793742032
1453	0.1793742509
1454	0.1793740308
1455	0.1793738099
1456	0.1793739239
1457	0.1793732122
1458	0.1793730256
1459	0.1793730473
1460	0.1793729344
1461	0.1793734728
1462	0.1793733729
1463	0.1793730527
1464	0.1793730006
1465	0.179373115
1466	0.1793731497
1467	0.1793729283
1468	0.1793728375
1469	0.1793728636
1470	0.1793730107
1471	0.1793729889
1472	0.1793728717
1473	0.1793728326
1474	0.1793731886
1475	0.1793731061
1476	0.1793728627
1477	0.1793727282
1478	0.1793726588
1479	0.1793724591
1480	0.179372229
1481	0.1793722547
1482	0.1793724326
1483	0.1793723589
1484	0.1793722547
1485	0.179372215
1486	0.1793721455
1487	0.1793724277
1488	0.1793725492
1489	0.1793724754
1490	0.1793725058
1491	0.1793725622
1492	0.1793721585
1493	0.1793722453
1494	0.1793720196
1495	0.1793716287
1496	0.1793717155
1497	0.1793720193
1498	0.1793717757
1499	0.179371945
