iter	Passed	Remaining
222	1320	7563
223	1326	7558
224	1332	7552
225	1338	7545
226	1343	7534
227	1349	7527
228	1354	7516
229	1360	7509
230	1365	7503
231	1371	7496
232	1377	7490
233	1383	7483
234	1388	7475
235	1394	7469
236	1400	7463
237	1405	7455
238	1411	7446
239	1417	7441
240	1423	7438
241	1428	7427
242	1434	7422
243	1440	7417
244	1446	7409
245	1452	7404
246	1458	7398
247	1463	7389
248	1469	7385
249	1475	7378
250	1481	7373
251	1487	7367
252	1493	7362
253	1499	7355
254	1504	7346
255	1510	7338
256	1516	7333
257	1521	7325
258	1528	7321
259	1534	7316
260	1539	7309
261	1545	7304
262	1551	7297
263	1557	7291
264	1563	7287
265	1569	7280
266	1575	7274
267	1580	7267
268	1586	7259
269	1592	7253
270	1597	7245
271	1603	7240
272	1609	7235
273	1615	7229
274	1621	7223
275	1627	7217
276	1633	7212
277	1639	7207
278	1645	7201
279	1651	7196
280	1656	7186
281	1661	7177
282	1667	7169
283	1672	7162
284	1678	7154
285	1685	7156
286	1691	7148
287	1697	7141
288	1702	7133
289	1708	7126
290	1714	7122
291	1719	7114
292	1725	7107
293	1731	7101
294	1737	7095
295	1743	7090
296	1749	7085
297	1755	7078
298	1761	7073
299	1766	7067
300	1772	7060
301	1777	7051
302	1783	7045
303	1790	7043
304	1795	7035
305	1801	7029
306	1806	7021
307	1812	7014
308	1817	7006
309	1823	6999
310	1828	6991
311	1833	6982
312	1838	6973
313	1845	6969
314	1851	6964
315	1856	6957
316	1862	6950
317	1867	6943
318	1873	6935
319	1879	6930
320	1884	6923
321	1890	6916
322	1896	6912
323	1902	6904
324	1907	6897
325	1912	6888
326	1918	6881
327	1924	6874
328	1929	6868
329	1934	6859
330	1940	6854
331	1946	6848
332	1952	6842
333	1957	6834
334	1964	6830
335	1969	6824
336	1975	6818
337	1980	6809
338	1987	6805
339	1993	6799
340	1998	6792
341	2004	6788
342	2011	6785
343	2017	6780
344	2022	6772
345	2028	6766
346	2033	6755
347	2037	6746
348	2043	6739
349	2049	6732
350	2054	6725
351	2061	6721
352	2066	6715
353	2072	6707
354	2078	6703
355	2083	6696
356	2089	6689
357	2095	6683
358	2100	6675
359	2106	6670
360	2111	6661
361	2117	6655
362	2122	6647
363	2127	6640
364	2133	6633
365	2138	6625
366	2143	6617
367	2149	6611
368	2155	6605
369	2161	6602
370	2168	6598
371	2174	6592
372	2179	6585
373	2185	6579
374	2190	6571
375	2196	6565
376	2201	6559
377	2207	6551
378	2213	6547
379	2218	6538
380	2224	6533
381	2229	6526
382	2235	6519
383	2241	6513
384	2247	6509
385	2253	6503
386	2258	6495
387	2264	6489
388	2270	6484
389	2277	6482
390	2283	6477
391	2289	6470
392	2295	6465
393	2300	6458
394	2306	6452
395	2312	6445
396	2317	6439
397	2323	6432
398	2328	6425
399	2334	6418
400	2339	6413
401	2345	6406
402	2351	6400
403	2356	6394
404	2362	6388
405	2367	6380
406	2373	6374
407	2379	6368
408	2385	6363
409	2391	6358
410	2397	6351
411	2402	6345
412	2408	6340
413	2414	6333
414	2420	6327
415	2426	6322
416	2431	6315
417	2437	6309
418	2443	6303
419	2449	6297
420	2454	6290
421	2457	6278
422	2463	6271
423	2468	6265
424	2474	6258
425	2480	6252
426	2486	6249
427	2493	6244
428	2498	6237
429	2504	6230
430	2509	6224
431	2515	6218
432	2520	6210
433	2525	6202
434	2532	6199
435	2537	6192
436	2542	6185
437	2548	6178
438	2553	6170
439	2560	6167
440	2566	6162
441	2572	6156
442	2577	6150
443	2583	6144
444	2589	6139
445	2595	6133
446	2601	6127
447	2606	6120
448	2611	6113
449	2616	6105
450	2622	6100
451	2628	6093
452	2634	6088
453	2640	6082
454	2645	6076
455	2650	6069
456	2656	6063
457	2661	6056
458	2666	6048
459	2671	6040
460	2677	6034
461	2682	6027
462	2688	6021
463	2693	6014
464	2700	6010
465	2706	6005
466	2712	5999
467	2717	5993
468	2724	5988
469	2729	5982
470	2735	5975
471	2741	5970
472	2746	5963
473	2751	5956
474	2757	5950
475	2762	5943
476	2768	5937
477	2773	5930
478	2778	5923
479	2784	5916
480	2790	5911
481	2797	5908
482	2803	5903
483	2809	5896
484	2815	5892
485	2820	5885
486	2825	5877
487	2831	5872
488	2837	5865
489	2842	5859
490	2848	5853
491	2853	5846
492	2858	5839
493	2863	5832
494	2869	5826
495	2875	5820
496	2880	5813
497	2885	5806
498	2891	5800
499	2897	5794
500	2902	5788
501	2908	5782
502	2914	5775
503	2919	5768
504	2924	5761
505	2930	5756
506	2936	5750
507	2941	5744
508	2946	5737
509	2952	5730
510	2958	5725
511	2963	5718
512	2969	5712
513	2974	5705
514	2979	5698
515	2985	5692
516	2991	5687
517	2996	5680
518	3003	5676
519	3009	5671
520	3015	5665
521	3020	5659
522	3026	5653
523	3032	5647
524	3037	5640
525	3042	5634
526	3048	5628
527	3054	5622
528	3060	5617
529	3065	5610
530	3071	5604
531	3076	5598
532	3082	5592
533	3086	5583
534	3092	5578
535	3098	5571
536	3103	5564
537	3108	5557
538	3114	5553
539	3120	5547
540	3125	5540
541	3131	5534
542	3137	5529
543	3142	5523
544	3147	5515
545	3153	5509
546	3158	5502
547	3163	5495
548	3169	5490
549	3174	5483
550	3180	5477
551	3186	5472
552	3191	5464
553	3196	5458
554	3202	5452
555	3208	5446
556	3213	5440
557	3218	5433
558	3223	5427
559	3230	5422
560	3237	5418
561	3242	5412
562	3248	5405
563	3255	5402
564	3262	5399
565	3267	5392
566	3271	5383
567	3278	5379
568	3283	5373
569	3289	5366
570	3295	5361
571	3300	5354
572	3305	5348
573	3311	5342
574	3316	5336
575	3322	5330
576	3328	5324
577	3334	5318
578	3340	5313
579	3346	5308
580	3351	5301
581	3357	5296
582	3363	5290
583	3368	5283
584	3374	5278
585	3381	5273
586	3386	5267
587	3392	5261
588	3397	5255
589	3402	5248
590	3408	5242
591	3414	5237
592	3420	5232
593	3425	5225
594	3431	5218
595	3437	5214
596	3443	5207
597	3449	5203
598	3455	5197
599	3460	5191
600	3466	5185
601	3473	5181
602	3479	5176
603	3486	5171
604	3492	5166
605	3497	5160
606	3502	5153
607	3508	5146
608	3514	5141
609	3520	5136
610	3525	5130
611	3531	5124
612	3537	5118
613	3542	5112
614	3548	5107
615	3554	5101
616	3560	5095
617	3566	5090
618	3572	5084
619	3578	5078
620	3583	5072
621	3589	5066
622	3594	5060
623	3600	5054
624	3606	5048
625	3612	5043
626	3617	5037
627	3623	5030
628	3628	5025
629	3634	5018
630	3639	5012
631	3645	5007
632	3651	5001
633	3656	4994
634	3662	4989
635	3668	4983
636	3674	4977
637	3679	4971
638	3686	4967
639	3692	4962
640	3699	4958
641	3706	4952
642	3711	4947
643	3718	4941
644	3723	4935
645	3729	4930
646	3735	4924
647	3740	4918
648	3746	4911
649	3751	4905
650	3758	4901
651	3763	4895
652	3769	4889
653	3775	4883
654	3780	4877
655	3786	4871
656	3792	4865
657	3798	4860
658	3804	4855
659	3810	4850
660	3816	4844
661	3822	4838
662	3827	4832
663	3833	4826
664	3838	4820
665	3844	4814
666	3850	4808
667	3856	4802
668	3862	4797
669	3867	4791
670	3873	4785
671	3878	4779
672	3884	4773
673	3890	4767
674	3896	4762
675	3903	4758
676	3909	4752
677	3915	4747
678	3921	4742
679	3927	4736
680	3933	4730
681	3939	4724
682	3944	4718
683	3949	4712
684	3955	4706
685	3961	4700
686	3966	4694
687	3973	4689
688	3978	4683
689	3984	4677
690	3990	4671
691	3996	4666
692	4002	4660
693	4008	4654
694	4014	4649
695	4019	4643
696	4026	4638
697	4032	4632
698	4037	4626
699	4043	4620
700	4049	4615
701	4054	4609
702	4060	4603
703	4066	4597
704	4071	4591
705	4077	4585
706	4082	4579
707	4088	4573
708	4094	4568
709	4101	4563
710	4107	4558
711	4114	4553
712	4119	4547
713	4125	4541
714	4131	4536
715	4137	4530
716	4143	4525
717	4149	4519
718	4155	4514
719	4161	4507
720	4167	4502
721	4173	4497
722	4180	4492
723	4186	4487
724	4191	4480
725	4197	4474
726	4203	4469
727	4208	4463
728	4215	4458
729	4221	4452
730	4228	4447
731	4234	4442
732	4239	4435
733	4244	4429
734	4250	4423
735	4256	4418
736	4262	4413
737	4268	4407
738	4274	4401
739	4280	4396
740	4286	4390
741	4295	4387
742	4301	4382
743	4306	4376
744	4312	4370
745	4318	4365
746	4324	4359
747	4330	4353
748	4337	4348
749	4343	4343
750	4349	4337
751	4354	4331
752	4360	4325
753	4366	4320
754	4371	4314
755	4377	4308
756	4383	4302
757	4389	4296
758	4396	4292
759	4402	4286
760	4408	4281
761	4414	4275
762	4420	4269
763	4426	4263
764	4432	4258
765	4438	4252
766	4443	4246
767	4449	4241
768	4456	4235
769	4461	4230
770	4467	4224
771	4472	4218
772	4478	4212
773	4484	4206
774	4490	4201
775	4496	4195
776	4502	4190
777	4508	4184
778	4514	4178
779	4520	4172
780	4525	4166
781	4532	4161
782	4537	4155
783	4543	4149
784	4550	4144
785	4556	4138
786	4561	4133
787	4567	4127
788	4573	4121
789	4579	4115
790	4584	4109
791	4589	4103
792	4595	4097
793	4600	4090
794	4607	4085
795	4612	4079
796	4618	4073
797	4623	4067
798	4629	4061
799	4634	4055
800	4640	4049
801	4646	4043
802	4653	4039
803	4659	4033
804	4664	4026
805	4670	4021
806	4676	4015
807	4681	4009
808	4687	4003
809	4692	3997
810	4698	3991
811	4703	3985
812	4709	3979
813	4715	3974
814	4721	3968
815	4726	3962
816	4732	3956
817	4738	3950
818	4744	3944
819	4750	3939
820	4756	3934
821	4762	3928
822	4768	3922
823	4774	3916
824	4779	3910
825	4785	3904
826	4792	3899
827	4798	3894
828	4804	3888
829	4810	3883
830	4816	3877
831	4821	3870
832	4826	3864
833	4832	3858
834	4837	3852
835	4842	3846
836	4848	3840
837	4854	3834
838	4860	3829
839	4866	3823
840	4872	3817
841	4877	3811
842	4883	3806
843	4889	3800
844	4895	3794
845	4901	3788
846	4907	3783
847	4912	3777
848	4918	3771
849	4924	3765
850	4930	3759
851	4935	3753
852	4941	3748
853	4947	3742
854	4953	3736
855	4958	3730
856	4964	3724
857	4969	3718
858	4975	3712
859	4980	3706
860	4987	3701
861	4992	3695
862	4998	3689
863	5004	3683
864	5010	3677
865	5016	3672
866	5023	3667
867	5028	3661
868	5034	3655
869	5039	3649
870	5045	3643
871	5051	3638
872	5057	3632
873	5063	3626
874	5068	3620
875	5074	3614
876	5080	3608
877	5085	3602
878	5091	3597
879	5097	3591
880	5103	3585
881	5108	3579
882	5113	3573
883	5120	3567
884	5126	3562
885	5131	3556
886	5137	3550
887	5143	3544
888	5149	3539
889	5155	3533
890	5160	3527
891	5166	3521
892	5171	3515
893	5177	3509
894	5183	3503
895	5189	3498
896	5196	3492
897	5202	3487
898	5208	3481
899	5213	3475
900	5218	3469
901	5224	3463
902	5230	3458
903	5237	3452
904	5245	3448
905	5252	3443
906	5258	3437
907	5263	3431
908	5269	3425
909	5275	3420
910	5280	3414
911	5286	3408
912	5292	3402
913	5298	3397
914	5304	3391
915	5310	3385
916	5316	3380
917	5322	3374
918	5327	3368
919	5333	3362
920	5339	3356
921	5344	3350
922	5350	3344
923	5356	3338
924	5361	3332
925	5367	3326
926	5372	3320
927	5378	3314
928	5383	3308
929	5388	3302
930	5394	3296
931	5400	3291
932	5405	3285
933	5411	3279
934	5418	3274
935	5424	3268
936	5429	3262
937	5435	3256
938	5441	3250
939	5446	3244
940	5453	3239
941	5459	3234
942	5465	3228
943	5470	3222
944	5476	3216
945	5481	3210
946	5488	3204
947	5493	3198
948	5499	3193
949	5505	3187
950	5511	3181
951	5516	3175
952	5522	3169
953	5528	3164
954	5534	3158
955	5540	3152
956	5546	3146
957	5551	3141
958	5557	3135
959	5562	3129
960	5568	3123
961	5574	3117
962	5580	3111
963	5585	3105
964	5591	3099
965	5596	3093
966	5601	3087
967	5608	3082
968	5613	3076
969	5619	3070
970	5625	3064
971	5630	3058
972	5638	3053
973	5644	3048
974	5650	3042
975	5655	3036
976	5661	3030
977	5666	3024
978	5673	3019
979	5679	3013
980	5685	3007
981	5690	3001
982	5696	2995
983	5701	2990
984	5707	2984
985	5715	2979
986	5721	2973
987	5726	2967
988	5731	2961
989	5737	2955
990	5744	2950
991	5750	2944
992	5755	2938
993	5761	2932
994	5767	2927
995	5772	2921
996	5778	2915
997	5783	2909
998	5789	2903
999	5795	2897
1000	5800	2891
1001	5807	2886
1002	5813	2880
1003	5819	2874
1004	5824	2868
1005	5830	2862
1006	5836	2857
1007	5842	2851
1008	5848	2845
1009	5853	2840
1010	5858	2833
1011	5865	2828
1012	5871	2822
1013	5878	2817
1014	5884	2811
1015	5890	2806
1016	5896	2800
1017	5902	2794
1018	5907	2788
1019	5912	2782
1020	5918	2776
1021	5925	2771
1022	5931	2765
1023	5936	2759
1024	5942	2754
1025	5948	2748
1026	5954	2742
1027	5960	2736
1028	5966	2730
1029	5971	2725
1030	5976	2718
1031	5982	2712
1032	5988	2707
1033	5993	2701
1034	5999	2695
1035	6005	2689
1036	6010	2683
1037	6016	2677
1038	6021	2671
1039	6027	2666
1040	6034	2660
1041	6040	2654
1042	6046	2649
1043	6052	2643
1044	6058	2637
1045	6063	2631
1046	6069	2626
1047	6074	2620
1048	6081	2614
1049	6088	2609
1050	6094	2603
1051	6100	2597
1052	6105	2591
1053	6110	2585
1054	6117	2580
1055	6123	2574
1056	6129	2569
1057	6136	2563
1058	6141	2557
1059	6147	2551
1060	6154	2546
1061	6160	2540
1062	6166	2535
1063	6172	2529
1064	6178	2523
1065	6183	2517
1066	6189	2511
1067	6194	2505
1068	6200	2499
1069	6205	2493
1070	6211	2487
1071	6216	2482
1072	6222	2476
1073	6229	2470
1074	6235	2465
1075	6240	2459
1076	6247	2453
1077	6253	2447
1078	6258	2442
1079	6265	2436
1080	6270	2430
1081	6276	2424
1082	6281	2418
1083	6287	2413
1084	6294	2407
1085	6300	2401
1086	6306	2396
1087	6311	2390
1088	6317	2384
1089	6323	2378
1090	6328	2372
1091	6334	2366
1092	6339	2360
1093	6344	2354
1094	6352	2349
1095	6358	2343
1096	6364	2337
1097	6369	2332
1098	6375	2326
1099	6380	2320
1100	6386	2314
1101	6391	2308
1102	6396	2302
1103	6401	2296
1104	6407	2290
1105	6412	2284
1106	6418	2278
1107	6424	2272
1108	6429	2266
1109	6435	2260
1110	6440	2255
1111	6446	2249
1112	6452	2243
1113	6458	2237
1114	6464	2232
1115	6470	2226
1116	6476	2220
1117	6482	2214
1118	6487	2208
1119	6492	2202
1120	6498	2196
1121	6503	2191
1122	6509	2185
1123	6515	2179
1124	6520	2173
1125	6526	2167
1126	6531	2161
1127	6538	2156
1128	6543	2150
1129	6549	2144
1130	6555	2138
1131	6562	2133
1132	6568	2127
1133	6574	2121
1134	6579	2115
1135	6585	2110
1136	6591	2104
1137	6598	2098
1138	6604	2093
1139	6610	2087
1140	6614	2081
1141	6620	2075
1142	6625	2069
1143	6631	2063
1144	6636	2057
1145	6641	2051
1146	6647	2045
1147	6652	2039
1148	6658	2034
1149	6664	2028
1150	6669	2022
1151	6675	2016
1152	6681	2010
1153	6688	2005
1154	6695	1999
1155	6701	1994
1156	6707	1988
1157	6713	1982
1158	6719	1976
1159	6725	1971
1160	6731	1965
1161	6736	1959
1162	6742	1953
1163	6748	1947
1164	6753	1942
1165	6760	1936
1166	6765	1930
1167	6772	1924
1168	6777	1919
1169	6783	1913
1170	6789	1907
1171	6794	1901
1172	6801	1895
1173	6807	1890
1174	6813	1884
1175	6818	1878
1176	6824	1872
1177	6830	1867
1178	6841	1862
1179	6847	1857
1180	6856	1851
1181	6863	1846
1182	6869	1840
1183	6875	1835
1184	6881	1829
1185	6887	1823
1186	6893	1817
1187	6898	1811
1188	6904	1806
1189	6910	1800
1190	6915	1794
1191	6921	1788
1192	6926	1782
1193	6932	1776
1194	6937	1770
1195	6943	1764
1196	6948	1758
1197	6955	1753
1198	6960	1747
1199	6966	1741
1200	6971	1735
1201	6977	1729
1202	6984	1724
1203	6991	1718
1204	6998	1713
1205	7003	1707
1206	7009	1701
1207	7015	1695
1208	7020	1689
1209	7026	1684
1210	7032	1678
1211	7038	1672
1212	7043	1666
1213	7049	1660
1214	7054	1654
1215	7060	1649
1216	7066	1643
1217	7071	1637
1218	7078	1631
1219	7085	1626
1220	7091	1620
1221	7096	1614
1222	7102	1608
1223	7109	1603
1224	7115	1597
1225	7123	1591
1226	7128	1586
1227	7134	1580
1228	7140	1574
1229	7145	1568
1230	7151	1562
1231	7157	1556
1232	7162	1550
1233	7167	1544
1234	7172	1539
1235	7179	1533
1236	7185	1527
1237	7191	1521
1238	7198	1516
1239	7203	1510
1240	7210	1504
1241	7217	1499
1242	7222	1493
1243	7228	1487
1244	7234	1481
1245	7240	1475
1246	7245	1470
1247	7251	1464
1248	7257	1458
1249	7263	1452
1250	7269	1446
1251	7275	1441
1252	7281	1435
1253	7287	1429
1254	7292	1423
1255	7298	1417
1256	7304	1412
1257	7310	1406
1258	7316	1400
1259	7321	1394
1260	7327	1388
1261	7333	1382
1262	7338	1377
1263	7344	1371
1264	7349	1365
1265	7355	1359
1266	7361	1353
1267	7366	1347
1268	7372	1342
1269	7378	1336
1270	7383	1330
1271	7389	1324
1272	7395	1318
1273	7400	1312
1274	7407	1307
1275	7412	1301
1276	7418	1295
1277	7425	1289
1278	7430	1283
1279	7436	1278
1280	7441	1272
1281	7447	1266
1282	7453	1260
1283	7459	1254
1284	7464	1248
1285	7470	1243
1286	7476	1237
1287	7482	1231
1288	7487	1225
1289	7493	1219
1290	7499	1214
1291	7504	1208
1292	7509	1202
1293	7515	1196
1294	7521	1190
1295	7526	1184
1296	7532	1178
1297	7538	1173
1298	7544	1167
1299	7549	1161
1300	7555	1155
1301	7561	1149
1302	7567	1144
1303	7576	1138
1304	7582	1133
1305	7588	1127
1306	7593	1121
1307	7599	1115
1308	7605	1109
1309	7610	1103
1310	7616	1098
1311	7623	1092
1312	7629	1086
1313	7635	1080
1314	7641	1075
1315	7647	1069
1316	7652	1063
1317	7658	1057
1318	7664	1051
1319	7669	1045
1320	7675	1040
1321	7682	1034
1322	7688	1028
1323	7693	1022
1324	7699	1016
1325	7705	1011
1326	7711	1005
1327	7717	999
1328	7722	993
1329	7729	987
1330	7735	982
1331	7741	976
1332	7747	970
1333	7752	964
1334	7758	958
1335	7763	953
1336	7769	947
1337	7775	941
1338	7780	935
1339	7787	929
1340	7793	924
1341	7801	918
1342	7808	912
1343	7813	906
1344	7819	901
1345	7825	895
1346	7831	889
1347	7837	883
1348	7842	877
1349	7848	872
1350	7854	866
1351	7860	860
1352	7866	854
1353	7871	848
1354	7877	843
1355	7883	837
1356	7889	831
1357	7896	825
1358	7901	819
1359	7907	814
1360	7913	808
1361	7919	802
1362	7925	796
1363	7931	790
1364	7937	785
1365	7942	779
1366	7948	773
1367	7954	767
1368	7960	761
1369	7966	755
1370	7971	750
1371	7977	744
1372	7983	738
1373	7988	732
1374	7994	726
1375	8001	721
1376	8007	715
1377	8013	709
1378	8019	703
1379	8025	697
1380	8031	692
1381	8036	686
1382	8043	680
1383	8050	674
1384	8057	669
1385	8065	663
1386	8070	657
1387	8075	651
1388	8081	645
1389	8086	639
1390	8093	634
1391	8099	628
1392	8105	622
1393	8112	616
1394	8118	611
1395	8123	605
1396	8129	599
1397	8135	593
1398	8140	587
1399	8145	581
1400	8152	576
1401	8157	570
1402	8163	564
1403	8169	558
1404	8175	552
1405	8181	546
1406	8187	541
1407	8193	535
1408	8199	529
1409	8205	523
1410	8212	517
1411	8218	512
1412	8224	506
1413	8230	500
1414	8235	494
1415	8241	488
1416	8247	483
1417	8253	477
1418	8259	471
1419	8265	465
1420	8271	459
1421	8276	453
1422	8281	448
1423	8287	442
1424	8293	436
1425	8299	430
1426	8305	424
1427	8311	419
1428	8317	413
1429	8322	407
1430	8328	401
1431	8334	395
1432	8340	389
1433	8346	384
1434	8351	378
1435	8357	372
1436	8363	366
1437	8369	360
1438	8374	355
1439	8380	349
1440	8386	343
1441	8392	337
1442	8397	331
1443	8403	325
1444	8411	320
1445	8417	314
1446	8423	308
1447	8429	302
1448	8434	296
1449	8440	291
1450	8446	285
1451	8452	279
1452	8457	273
1453	8464	267
1454	8470	261
1455	8476	256
1456	8482	250
1457	8488	244
1458	8494	238
1459	8500	232
1460	8506	227
1461	8511	221
1462	8517	215
1463	8523	209
1464	8530	203
1465	8536	197
1466	8542	192
1467	8548	186
1468	8554	180
1469	8560	174
1470	8565	168
1471	8571	163
1472	8577	157
1473	8583	151
1474	8589	145
1475	8595	139
1476	8600	133
1477	8606	128
1478	8613	122
1479	8619	116
1480	8624	110
1481	8631	104
1482	8637	99
1483	8643	93
1484	8648	87
1485	8654	81
1486	8660	75
1487	8665	69
1488	8671	64
1489	8677	58
1490	8684	52
1491	8690	46
1492	8696	40
1493	8701	34
1494	8707	29
1495	8713	23
1496	8719	17
1497	8725	11
1498	8731	5
1499	8737	0
