iter	Passed	Remaining
144	9530	23332
145	9591	23257
146	9655	23186
147	9720	23119
148	9798	23081
149	9863	23015
150	9927	22944
151	9994	22882
152	10059	22814
153	10127	22754
154	10196	22696
155	10254	22612
156	10326	22560
157	10387	22485
158	10454	22420
159	10518	22351
160	10578	22274
161	10643	22206
162	10706	22135
163	10770	22067
164	10838	22004
165	10898	21928
166	10968	21870
167	11026	21789
168	11097	21734
169	11152	21649
170	11219	21585
171	11281	21513
172	11352	21457
173	11405	21369
174	11478	21316
175	11534	21234
176	11591	21153
177	11657	21088
178	11717	21012
179	11797	20973
180	11858	20900
181	11931	20846
182	11997	20782
183	12053	20701
184	12124	20644
185	12183	20568
186	12260	20522
187	12317	20441
188	12388	20384
189	12447	20308
190	12510	20239
191	12567	20160
192	12634	20097
193	12690	20016
194	12770	19973
195	12838	19912
196	12906	19851
197	12962	19770
198	13032	19712
199	13086	19630
200	13158	19574
201	13216	19498
202	13284	19436
203	13346	19365
204	13408	19295
205	13477	19234
206	13528	19149
207	13592	19081
208	13662	19022
209	13719	18946
210	13791	18890
211	13843	18806
212	13918	18753
213	13976	18679
214	14046	18620
215	14102	18541
216	14175	18486
217	14232	18410
218	14295	18342
219	14347	18260
220	14419	18203
221	14481	18134
222	14539	18060
223	14599	17988
224	14670	17930
225	14737	17867
226	14800	17799
227	14868	17737
228	14931	17669
229	15001	17610
230	15057	17535
231	15132	17480
232	15191	17408
233	15257	17343
234	15324	17281
235	15386	17212
236	15447	17141
237	15526	17092
238	15582	17016
239	15646	16950
240	15725	16900
241	15784	16828
242	15862	16775
243	15916	16698
244	15980	16632
245	16041	16562
246	16111	16502
247	16184	16445
248	16236	16366
249	16301	16301
250	16365	16235
251	16427	16166
252	16489	16098
253	16558	16037
254	16616	15965
255	16685	15903
256	16757	15844
257	16825	15782
258	16891	15717
259	16951	15647
260	17018	15584
261	17080	15516
262	17144	15449
263	17215	15389
264	17266	15312
265	17333	15247
266	17401	15185
267	17465	15119
268	17517	15042
269	17593	14987
270	17653	14917
271	17728	14861
272	17791	14793
273	17862	14733
274	17921	14663
275	17987	14598
276	18051	14532
277	18104	14457
278	18180	14401
279	18231	14324
280	18301	14263
281	18356	14190
282	18435	14136
283	18488	14061
284	18552	13996
285	18616	13929
286	18677	13861
287	18750	13802
288	18808	13731
289	18877	13669
290	18945	13607
291	18997	13532
292	19080	13480
293	19143	13413
294	19198	13341
295	19267	13278
296	19336	13216
297	19395	13147
298	19455	13078
299	19522	13015
300	19584	12947
301	19649	12882
302	19720	12821
303	19791	12760
304	19851	12692
305	19929	12635
306	19985	12564
307	20058	12504
308	20129	12442
309	20190	12374
310	20251	12307
311	20319	12244
312	20384	12178
313	20435	12105
314	20505	12043
315	20569	11977
316	20625	11907
317	20712	11854
318	20768	11784
319	20839	11722
320	20903	11656
321	20964	11588
322	21023	11520
323	21094	11458
324	21147	11387
325	21218	11325
326	21270	11253
327	21344	11192
328	21405	11125
329	21464	11057
330	21535	10995
331	21593	10926
332	21659	10862
333	21730	10800
334	21791	10732
335	21852	10666
336	21914	10599
337	21971	10530
338	22044	10469
339	22102	10401
340	22169	10337
341	22221	10266
342	22288	10202
343	22352	10136
344	22421	10073
345	22473	10002
346	22541	9939
347	22603	9872
348	22669	9808
349	22733	9743
350	22815	9685
351	22871	9616
352	22971	9566
353	23029	9498
354	23097	9434
355	23150	9364
356	23218	9300
357	23279	9233
358	23348	9170
359	23408	9103
360	23480	9041
361	23546	8976
362	23609	8910
363	23686	8849
364	23752	8785
365	23819	8720
366	23878	8653
367	23945	8589
368	24010	8524
369	24070	8457
370	24135	8392
371	24194	8325
372	24263	8261
373	24325	8195
374	24397	8132
375	24462	8067
376	24526	8001
377	24594	7938
378	24657	7872
379	24729	7809
380	24796	7744
381	24847	7675
382	24913	7610
383	24976	7545
384	25045	7481
385	25109	7415
386	25171	7349
387	25234	7284
388	25304	7220
389	25364	7153
390	25437	7091
391	25492	7023
392	25561	6959
393	25622	6893
394	25701	6832
395	25756	6764
396	25842	6704
397	25898	6637
398	25973	6574
399	26031	6507
400	26102	6444
401	26171	6380
402	26231	6313
403	26309	6251
404	26367	6184
405	26448	6123
406	26512	6058
407	26580	5993
408	26643	5928
409	26719	5865
410	26783	5799
411	26855	5736
412	26911	5669
413	26982	5605
414	27048	5540
415	27107	5473
416	27175	5408
417	27247	5345
418	27305	5278
419	27372	5213
420	27434	5148
421	27497	5082
422	27563	5017
423	27646	4955
424	27705	4889
425	27777	4825
426	27829	4757
427	27895	4692
428	27964	4628
429	28017	4560
430	28094	4497
431	28153	4431
432	28220	4366
433	28284	4301
434	28353	4236
435	28420	4171
436	28477	4105
437	28562	4043
438	28621	3977
439	28697	3913
440	28760	3847
441	28815	3781
442	28883	3716
443	28948	3651
444	29004	3584
445	29074	3520
446	29142	3455
447	29205	3389
448	29262	3323
449	29346	3260
450	29407	3195
451	29471	3129
452	29523	3063
453	29597	2998
454	29667	2934
455	29733	2869
456	29801	2804
457	29868	2738
458	29936	2674
459	29998	2608
460	30062	2543
461	30130	2478
462	30192	2412
463	30260	2347
464	30314	2281
465	30390	2217
466	30459	2152
467	30518	2086
468	30572	2020
469	30653	1956
470	30717	1891
471	30768	1825
472	30838	1760
473	30899	1694
474	30965	1629
475	31027	1564
476	31095	1499
477	31160	1434
478	31220	1368
479	31282	1303
480	31346	1238
481	31403	1172
482	31475	1107
483	31534	1042
484	31620	977
485	31680	912
486	31743	847
487	31802	782
488	31869	716
489	31925	651
490	31990	586
491	32059	521
492	32124	456
493	32176	390
494	32242	325
495	32314	260
496	32371	195
497	32435	130
498	32496	65
499	32558	0
